,license_plate,kreis_key,income_pp_2000,income_pp_2001,income_pp_2002,income_pp_2003,income_pp_2004,income_pp_2005,income_pp_2006,income_pp_2007,income_pp_2008,income_pp_2009,income_pp_2010,income_pp_2011,income_pp_2012,income_pp_2013,income_pp_2014,income_pp_2015,income_pp_2016,income_pp_2017,income_pp_2018,income_2000,income_2001,income_2002,income_2003,income_2004,income_2005,income_2006,income_2007,income_2008,income_2009,income_2010,income_2011,income_2012,income_2013,income_2014,income_2015,income_2016,income_2017,income_2018,crimes_2013,crimes_2014,crimes_2015,crimes_2016,crimes_2017,crimes_2018,crimes_2019,crimes_2020,population_1995,population_1996,population_1997,population_1998,population_1999,population_2000,population_2001,population_2002,population_2003,population_2004,population_2005,population_2006,population_2007,population_2008,population_2009,population_2010,population_2011,population_2012,population_2013,population_2014,population_2015,population_2016,population_2017,population_2018,population_2019,kreis_name
282,FFB,9179,19683,20462,20222,20521,20978,21242,21596,21990,22554,22056,22805,23632,24041,24129,24252,25119,24978,25433,26361,3743110,3937310,3930866,4007218,4108561,4175784,4257424,4346476,4470852,4390242,4566020,4772248,4906978,4988290,5075405,5322196,5374569,5527621,5761962,7481.0,7432.0,7234.0,8325.0,7887.0,7766.0,7195.0,7433.0,185788,186650,187384,188300,189947,191817,194512,196631,198407,198379,199354,199971,200765,201476,202430,203740,201936,204112,206733,209275,211880,215169,217344,218576,219316,"      Fürstenfeldbruck, Landkreis"
283,FÜ,9573,18158,19025,18881,19237,19590,19987,20457,20842,21276,20865,21521,22378,22322,22741,23051,24381,24043,24501,25388,2033008,2129431,2120077,2167941,2210076,2247249,2297010,2342903,2392490,2343966,2418750,2526053,2535962,2597881,2631959,2781122,2768125,2844090,2965052,3010.0,3360.0,2892.0,5041.0,5909.0,5174.0,4304.0,3407.0,109339,110935,112385,113379,113526,112983,113116,113592,114230,114529,114436,114083,114290,114640,114432,114578,112881,113609,114236,114180,114069,115131,116082,116790,117620,"      Fürth, Landkreis"
284,GAP,9180,17455,18335,18042,18662,19157,19488,19932,20215,21125,21064,22155,23014,22009,22458,22795,24037,23461,23934,24842,1486856,1570560,1553491,1605088,1638848,1664138,1699009,1716060,1786314,1772840,1860604,1935233,1859170,1910654,1953199,2083014,2055885,2106612,2193846,3909.0,4017.0,4102.0,4720.0,4292.0,4485.0,4214.0,4015.0,85573,85770,85810,85948,86136,86406,86951,87581,87631,87299,87352,87154,86879,86721,86307,86357,84089,84472,85077,85687,86658,87631,88016,88311,88446,"      Garmisch-Partenkirchen, Landkreis"
285,GER,7334,15591,16320,16291,16631,17206,17458,17902,18194,18435,18872,19080,19614,20090,20272,20685,21334,21669,22181,23173,1914449,2014561,2021018,2066450,2143137,2177515,2232927,2273770,2304905,2350866,2368793,2435620,2502999,2537324,2603241,2704794,2768287,2846701,2984123,7543.0,8023.0,7089.0,7406.0,6703.0,7327.0,7027.0,7427.0,118206,119435,120786,121839,122571,123049,123782,124441,124690,124974,125185,125320,125558,125724,125153,124862,124178,124592,125162,125850,126785,127755,128341,128776,129044,"      Germersheim, Landkreis"
286,GI,6531,14946,15762,15693,15974,16256,16556,17056,17053,17628,17661,18312,18618,18951,19061,19409,20053,20224,20680,21363,3752390,3962268,3955040,4036113,4110529,4180448,4300182,4294209,4429521,4433468,4603500,4693585,4791102,4830537,4984837,5237280,5341261,5508756,5724515,16613.0,21166.0,25010.0,39957.0,18087.0,16260.0,16362.0,15801.0,251124,252701,253116,252868,252992,253115,253718,254674,255702,255957,255902,255729,255765,255227,255206,255799,252105,252814,253431,256827,261170,264102,266378,267966,269782,"      Gießen, Landkreis"
287,GF,3151,15095,15761,15751,16093,16237,16467,16797,17086,17629,18029,18659,19923,20925,21434,21979,22453,22640,23182,23879,2568545,2703271,2718981,2791522,2826352,2870322,2925046,2966861,3049704,3107426,3204493,3409735,3576899,3670386,3780556,3892822,3950130,4054781,4190789,8111.0,7749.0,7756.0,7464.0,7091.0,6889.0,6969.0,6630.0,160298,162895,164927,166866,168937,170719,172197,173312,174306,174914,175232,175192,174736,174138,173537,173033,171146,170940,171245,172008,173373,174477,174914,175500,176222,"      Gifhorn, Landkreis"
288,GP,8117,16838,17733,17678,18117,18409,18730,19151,19490,19966,19555,20122,21106,21733,22045,22851,22850,23068,23526,24173,4276277,4512764,4509734,4627065,4697582,4766728,4855124,4917437,5011699,4881695,4995821,5222459,5379268,5474225,5700600,5745288,5851995,6010462,6207622,9733.0,9553.0,9187.0,9641.0,9584.0,9540.0,10806.0,11115.0,254717,255436,255299,255068,255672,256465,257272,258072,258630,258576,258146,257318,256368,255328,254128,253030,247435,247515,248324,249465,251433,253684,255482,256799,257699,"      Göppingen, Landkreis"
289,GR,14626,12244,12808,13161,13468,13693,13679,14120,14456,14869,15160,15562,15909,16215,16559,16926,17356,18110,18830,19486,3954132,4052916,4081203,4107730,4115034,4048139,4106239,4134767,4189192,4208926,4254918,4287581,4317113,4361953,4420768,4514180,4693574,4847962,4983288,22634.0,24212.0,22963.0,21199.0,20333.0,19335.0,19336.0,18863.0,343839,341742,338992,335466,330897,325732,319531,313483,308668,304475,300163,295315,290790,286783,283062,279017,269513,266244,263421,261178,260094,259169,257462,255741,253810,"      Görlitz, Landkreis"
290,LÖB,14626,12244,12808,13161,13468,13693,13679,14120,14456,14869,15160,15562,15909,16215,16559,16926,17356,18110,18830,19486,3954132,4052916,4081203,4107730,4115034,4048139,4106239,4134767,4189192,4208926,4254918,4287581,4317113,4361953,4420768,4514180,4693574,4847962,4983288,22634.0,24212.0,22963.0,21199.0,20333.0,19335.0,19336.0,18863.0,343839,341742,338992,335466,330897,325732,319531,313483,308668,304475,300163,295315,290790,286783,283062,279017,269513,266244,263421,261178,260094,259169,257462,255741,253810,"      Görlitz, Landkreis"
291,NOL,14626,12244,12808,13161,13468,13693,13679,14120,14456,14869,15160,15562,15909,16215,16559,16926,17356,18110,18830,19486,3954132,4052916,4081203,4107730,4115034,4048139,4106239,4134767,4189192,4208926,4254918,4287581,4317113,4361953,4420768,4514180,4693574,4847962,4983288,22634.0,24212.0,22963.0,21199.0,20333.0,19335.0,19336.0,18863.0,343839,341742,338992,335466,330897,325732,319531,313483,308668,304475,300163,295315,290790,286783,283062,279017,269513,266244,263421,261178,260094,259169,257462,255741,253810,"      Görlitz, Landkreis"
292,NY,14626,12244,12808,13161,13468,13693,13679,14120,14456,14869,15160,15562,15909,16215,16559,16926,17356,18110,18830,19486,3954132,4052916,4081203,4107730,4115034,4048139,4106239,4134767,4189192,4208926,4254918,4287581,4317113,4361953,4420768,4514180,4693574,4847962,4983288,22634.0,24212.0,22963.0,21199.0,20333.0,19335.0,19336.0,18863.0,343839,341742,338992,335466,330897,325732,319531,313483,308668,304475,300163,295315,290790,286783,283062,279017,269513,266244,263421,261178,260094,259169,257462,255741,253810,"      Görlitz, Landkreis"
293,WSW,14626,12244,12808,13161,13468,13693,13679,14120,14456,14869,15160,15562,15909,16215,16559,16926,17356,18110,18830,19486,3954132,4052916,4081203,4107730,4115034,4048139,4106239,4134767,4189192,4208926,4254918,4287581,4317113,4361953,4420768,4514180,4693574,4847962,4983288,22634.0,24212.0,22963.0,21199.0,20333.0,19335.0,19336.0,18863.0,343839,341742,338992,335466,330897,325732,319531,313483,308668,304475,300163,295315,290790,286783,283062,279017,269513,266244,263421,261178,260094,259169,257462,255741,253810,"      Görlitz, Landkreis"
294,ZI,14626,12244,12808,13161,13468,13693,13679,14120,14456,14869,15160,15562,15909,16215,16559,16926,17356,18110,18830,19486,3954132,4052916,4081203,4107730,4115034,4048139,4106239,4134767,4189192,4208926,4254918,4287581,4317113,4361953,4420768,4514180,4693574,4847962,4983288,22634.0,24212.0,22963.0,21199.0,20333.0,19335.0,19336.0,18863.0,343839,341742,338992,335466,330897,325732,319531,313483,308668,304475,300163,295315,290790,286783,283062,279017,269513,266244,263421,261178,260094,259169,257462,255741,253810,"      Görlitz, Landkreis"
295,GS,3153,14861,15291,15440,15900,16072,16313,16599,16746,17147,17315,17609,18124,18554,18753,19085,19553,19999,20610,21306,2309092,2363005,2371324,2425575,2434614,2449677,2465135,2457125,2484444,2477471,2489720,2538172,2581099,2592472,2625013,2693367,2762063,2839504,2925026,8851.0,10025.0,9687.0,9186.0,8561.0,8887.0,8794.0,8499.0,161965,160912,159627,158468,157484,156643,155897,155151,154264,153235,152125,150641,148980,147168,145343,143753,140041,139115,138244,137545,137746,138108,137771,137289,136653,"      Goslar, Landkreis"
296,BRL,3153,14861,15291,15440,15900,16072,16313,16599,16746,17147,17315,17609,18124,18554,18753,19085,19553,19999,20610,21306,2309092,2363005,2371324,2425575,2434614,2449677,2465135,2457125,2484444,2477471,2489720,2538172,2581099,2592472,2625013,2693367,2762063,2839504,2925026,8851.0,10025.0,9687.0,9186.0,8561.0,8887.0,8794.0,8499.0,161965,160912,159627,158468,157484,156643,155897,155151,154264,153235,152125,150641,148980,147168,145343,143753,140041,139115,138244,137545,137746,138108,137771,137289,136653,"      Goslar, Landkreis"
297,CLZ,3153,14861,15291,15440,15900,16072,16313,16599,16746,17147,17315,17609,18124,18554,18753,19085,19553,19999,20610,21306,2309092,2363005,2371324,2425575,2434614,2449677,2465135,2457125,2484444,2477471,2489720,2538172,2581099,2592472,2625013,2693367,2762063,2839504,2925026,8851.0,10025.0,9687.0,9186.0,8561.0,8887.0,8794.0,8499.0,161965,160912,159627,158468,157484,156643,155897,155151,154264,153235,152125,150641,148980,147168,145343,143753,140041,139115,138244,137545,137746,138108,137771,137289,136653,"      Goslar, Landkreis"
298,GTH,16067,12569,13185,13482,13772,14123,14230,14719,15127,15528,15713,16003,16485,16849,17258,17518,17852,18473,19177,19593,1864900,1941725,1971787,1999149,2036484,2039400,2091266,2130573,2166982,2171738,2194747,2247721,2286139,2334357,2369666,2429720,2514794,2598029,2654653,7404.0,7917.0,7945.0,8896.0,8309.0,7307.0,6871.0,7832.0,148331,148406,149254,149339,149623,149113,147945,147024,146088,145050,144310,143119,141948,140737,139402,138428,136351,135681,135266,135268,136106,136131,135476,135487,135180,"      Gotha, Kreis"
299,GÖ,3159,14171,14902,15044,15497,16158,15840,16041,16881,16547,16662,17537,18032,18459,18713,19177,19403,19986,20553,21130,4907929,5135603,5161412,5291022,5486970,5342060,5371974,5625379,5480528,5478023,5725947,5855992,5975493,6043051,6200256,6340274,6561403,6732003,6931763,,,,,22082.0,20510.0,20829.0,20391.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,328302,327551,328055,327058,"      Göttingen, Landkreis"
300,DUD,3159,14171,14902,15044,15497,16158,15840,16041,16881,16547,16662,17537,18032,18459,18713,19177,19403,19986,20553,21130,4907929,5135603,5161412,5291022,5486970,5342060,5371974,5625379,5480528,5478023,5725947,5855992,5975493,6043051,6200256,6340274,6561403,6732003,6931763,,,,,22082.0,20510.0,20829.0,20391.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,328302,327551,328055,327058,"      Göttingen, Landkreis"
301,HMÜ,3159,14171,14902,15044,15497,16158,15840,16041,16881,16547,16662,17537,18032,18459,18713,19177,19403,19986,20553,21130,4907929,5135603,5161412,5291022,5486970,5342060,5371974,5625379,5480528,5478023,5725947,5855992,5975493,6043051,6200256,6340274,6561403,6732003,6931763,,,,,22082.0,20510.0,20829.0,20391.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,328302,327551,328055,327058,"      Göttingen, Landkreis"
302,OHA,3159,14171,14902,15044,15497,16158,15840,16041,16881,16547,16662,17537,18032,18459,18713,19177,19403,19986,20553,21130,4907929,5135603,5161412,5291022,5486970,5342060,5371974,5625379,5480528,5478023,5725947,5855992,5975493,6043051,6200256,6340274,6561403,6732003,6931763,,,,,22082.0,20510.0,20829.0,20391.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,328302,327551,328055,327058,"      Göttingen, Landkreis"
303,NOH,3456,13850,14343,14002,14289,14273,14578,14983,15226,15717,15790,16232,17040,17574,17996,18493,18701,19315,20001,20452,1781929,1859110,1831167,1880983,1889652,1939593,1999612,2037413,2107443,2116843,2171393,2274830,2346555,2405475,2478164,2524558,2621365,2716437,2785190,8842.0,9149.0,8309.0,8738.0,8117.0,7747.0,7381.0,7015.0,125035,126199,127073,127797,128560,129417,130336,131605,132527,133358,134136,134630,135054,135376,135431,135191,133498,133526,133665,134004,134996,135716,135815,136185,136837,"      Grafschaft Bentheim, Landkreis"
304,GRZ,16076,12862,13511,13712,14040,14395,14475,14988,15289,15778,16033,16339,16821,17178,17613,17860,18367,19003,19860,20392,1591897,1653014,1657591,1675397,1694560,1679855,1710731,1716156,1741042,1738411,1744318,1770075,1784494,1809421,1817693,1859600,1908167,1975969,2013059,4962.0,5251.0,4866.0,4889.0,4483.0,5114.0,4146.0,4010.0,127502,127179,126974,126335,125572,124540,123153,121794,120316,118832,117231,115387,113593,111760,109840,108304,105229,103881,102732,101775,101248,100416,99496,98717,97779,"      Greiz, Kreis"
305,ZR,16076,12862,13511,13712,14040,14395,14475,14988,15289,15778,16033,16339,16821,17178,17613,17860,18367,19003,19860,20392,1591897,1653014,1657591,1675397,1694560,1679855,1710731,1716156,1741042,1738411,1744318,1770075,1784494,1809421,1817693,1859600,1908167,1975969,2013059,4962.0,5251.0,4866.0,4889.0,4483.0,5114.0,4146.0,4010.0,127502,127179,126974,126335,125572,124540,123153,121794,120316,118832,117231,115387,113593,111760,109840,108304,105229,103881,102732,101775,101248,100416,99496,98717,97779,"      Greiz, Kreis"
306,GG,6433,16224,16927,16971,17355,17506,17459,17528,18161,18405,18520,18908,19494,19716,19825,20260,20579,20883,21271,22014,4000955,4190007,4220705,4322466,4358427,4345185,4357339,4520715,4590974,4621063,4726371,4905469,5004362,5077088,5248384,5420799,5587110,5747854,6008945,10546.0,10476.0,11308.0,11648.0,11704.0,11000.0,10778.0,10843.0,243832,245954,247290,247456,247845,248790,249860,251338,252075,251444,252219,251996,252500,253414,253449,254343,251635,253827,256092,259047,263418,267544,270224,272965,275126,"      Groß-Gerau, Landkreis"
307,GZ,9774,15398,16292,16372,16828,17361,17717,18268,18822,19843,20016,21198,22204,21573,21876,22216,22261,23115,23586,24434,1868561,1983621,2001534,2064215,2130003,2169160,2229128,2289431,2406901,2416978,2552052,2669346,2591650,2634203,2693973,2726789,2850714,2924902,3057467,4971.0,5190.0,5479.0,5316.0,4975.0,5048.0,5046.0,4962.0,118837,119909,120445,120732,121064,121346,121856,122342,122814,122850,122611,122201,121737,121462,120868,120613,120219,120132,120413,121262,122491,123326,124009,125133,126387,"      Günzburg, Landkreis"
308,KRU,9774,15398,16292,16372,16828,17361,17717,18268,18822,19843,20016,21198,22204,21573,21876,22216,22261,23115,23586,24434,1868561,1983621,2001534,2064215,2130003,2169160,2229128,2289431,2406901,2416978,2552052,2669346,2591650,2634203,2693973,2726789,2850714,2924902,3057467,4971.0,5190.0,5479.0,5316.0,4975.0,5048.0,5046.0,4962.0,118837,119909,120445,120732,121064,121346,121856,122342,122814,122850,122611,122201,121737,121462,120868,120613,120219,120132,120413,121262,122491,123326,124009,125133,126387,"      Günzburg, Landkreis"
309,GT,5754,17707,18407,18108,18700,19031,19409,20015,20414,20870,20059,20445,21143,22090,22400,22597,23103,23765,24337,25241,6059657,6342491,6274963,6500548,6637879,6792646,7017929,7164423,7319107,7023720,7153248,7407602,7758540,7884271,7985620,8260639,8584845,8820632,9176951,17641.0,18253.0,18588.0,18480.0,17255.0,16512.0,15998.0,16302.0,326689,331103,335230,338668,341460,344152,346549,348949,350155,351361,352979,353576,354227,354210,353950,353688,350362,351219,351979,353399,357553,361235,362439,363566,364511,"      Gütersloh, Kreis"
310,HM,3252,15355,15876,15805,16114,16129,16461,16881,17139,17621,17792,18217,18911,19504,19681,19957,20350,20964,21572,22142,2475371,2551804,2531119,2569574,2557961,2596373,2645062,2666449,2719173,2719182,2760730,2840958,2906499,2915570,2949308,3012823,3108400,3198738,3286485,9583.0,9677.0,9560.0,9215.0,9294.0,8367.0,8028.0,7879.0,163507,163815,163777,163414,162998,162618,162495,162133,161521,160864,160140,159252,158278,157195,155697,154597,150228,149023,148144,147784,148047,148273,148281,148428,148554,"      Hameln-Pyrmont, Landkreis"
311,H,3241,16009,16588,16516,16734,16704,17171,17624,17916,18261,18381,18675,19217,19624,19659,20040,20393,20856,21287,21859,17625653,18298483,18253762,18505719,18465560,18972903,19454227,19767327,20134137,20245556,20567468,21214047,21771393,21941443,22520087,23171201,23913298,24494600,25250290,113031.0,116719.0,121119.0,121698.0,114685.0,105931.0,106301.0,103849.0,1108345,1111043,1113866,1113366,1113122,1117132,1119625,1124096,1126271,1127510,1128288,1128313,1128879,1129690,1129406,1130679,1103934,1109447,1116101,1123782,1136259,1146591,1150688,1155150,1157370,"      Region Hannover, Landkreis"
312,WL,3353,18040,19025,19098,19894,20116,20634,20998,21000,21337,21570,21804,22345,22747,23168,23485,23795,24380,24897,25687,4096436,4359741,4408647,4615561,4685568,4833021,4939658,4954442,5046556,5112539,5184411,5334684,5457264,5599879,5731253,5869241,6076156,6247068,6476891,13756.0,13532.0,14639.0,17732.0,12957.0,12849.0,12696.0,12840.0,214196,217708,221133,224616,228185,231243,233789,236090,237591,238954,240780,242118,243282,244120,245222,246155,238745,239909,241710,244035,246661,249224,250919,252144,253604,"      Harburg, Landkreis"
313,HZ,15085,12580,13057,13275,13546,13763,13896,14225,14540,15125,15595,15902,16340,16775,17170,17580,18006,18504,19354,19907,3269789,3357685,3378343,3409736,3422397,3413068,3449012,3475460,3562381,3620542,3646403,3702843,3760049,3812940,3873484,3970159,4080267,4218546,4287323,18706.0,18556.0,19319.0,20669.0,18881.0,16224.0,15548.0,14667.0,.,.,.,.,.,.,.,.,.,.,.,.,242742,239441,236118,233531,226615,224143,222069,220331,220492,220505,217971,215373,213878,"      Harz, Landkreis"
314,HBS,15085,12580,13057,13275,13546,13763,13896,14225,14540,15125,15595,15902,16340,16775,17170,17580,18006,18504,19354,19907,3269789,3357685,3378343,3409736,3422397,3413068,3449012,3475460,3562381,3620542,3646403,3702843,3760049,3812940,3873484,3970159,4080267,4218546,4287323,18706.0,18556.0,19319.0,20669.0,18881.0,16224.0,15548.0,14667.0,.,.,.,.,.,.,.,.,.,.,.,.,242742,239441,236118,233531,226615,224143,222069,220331,220492,220505,217971,215373,213878,"      Harz, Landkreis"
315,QLB,15085,12580,13057,13275,13546,13763,13896,14225,14540,15125,15595,15902,16340,16775,17170,17580,18006,18504,19354,19907,3269789,3357685,3378343,3409736,3422397,3413068,3449012,3475460,3562381,3620542,3646403,3702843,3760049,3812940,3873484,3970159,4080267,4218546,4287323,18706.0,18556.0,19319.0,20669.0,18881.0,16224.0,15548.0,14667.0,.,.,.,.,.,.,.,.,.,.,.,.,242742,239441,236118,233531,226615,224143,222069,220331,220492,220505,217971,215373,213878,"      Harz, Landkreis"
316,WR,15085,12580,13057,13275,13546,13763,13896,14225,14540,15125,15595,15902,16340,16775,17170,17580,18006,18504,19354,19907,3269789,3357685,3378343,3409736,3422397,3413068,3449012,3475460,3562381,3620542,3646403,3702843,3760049,3812940,3873484,3970159,4080267,4218546,4287323,18706.0,18556.0,19319.0,20669.0,18881.0,16224.0,15548.0,14667.0,.,.,.,.,.,.,.,.,.,.,.,.,242742,239441,236118,233531,226615,224143,222069,220331,220492,220505,217971,215373,213878,"      Harz, Landkreis"
317,HAS,9674,14240,14664,14719,15098,15622,15727,15996,16386,17034,16885,17655,18552,18991,19299,19954,20394,20867,21493,22335,1257267,1294797,1297865,1329909,1372530,1376410,1393250,1417692,1463800,1441514,1498990,1569065,1601567,1624181,1678567,1720554,1762810,1814427,1888051,2806.0,2928.0,2766.0,2644.0,2743.0,2618.0,2340.0,2475.0,86726,87201,87558,87888,88215,88388,88427,88379,88272,88158,87801,87406,86917,86206,85687,85219,84577,84333,84158,84121,84367,84477,84419,84532,84492,"      Haßberge, Landkreis"
