,kreis_key,kreis_name,income_pp_2000,income_pp_2001,income_pp_2002,income_pp_2003,income_pp_2004,income_pp_2005,income_pp_2006,income_pp_2007,income_pp_2008,income_pp_2009,income_pp_2010,income_pp_2011,income_pp_2012,income_pp_2013,income_pp_2014,income_pp_2015,income_pp_2016,income_pp_2017,income_pp_2018,income_2000,income_2001,income_2002,income_2003,income_2004,income_2005,income_2006,income_2007,income_2008,income_2009,income_2010,income_2011,income_2012,income_2013,income_2014,income_2015,income_2016,income_2017,income_2018,crimes_2013,crimes_2014,crimes_2015,crimes_2016,crimes_2017,crimes_2018,crimes_2019,crimes_2020,population_1995,population_1996,population_1997,population_1998,population_1999,population_2000,population_2001,population_2002,population_2003,population_2004,population_2005,population_2006,population_2007,population_2008,population_2009,population_2010,population_2011,population_2012,population_2013,population_2014,population_2015,population_2016,population_2017,population_2018,population_2019,crimes_pp_2013,crimes_pp_2014,crimes_pp_2015,crimes_pp_2016,crimes_pp_2017,crimes_pp_2018,crimes_pp_2019
232,09181,Landsberg am Lech,19273,20117,18939,18735,18916,19463,20205,20858,21249,20554,21192,22266,22848,23056,23639,24176,24474,25024,25998,2008683,2128898,2031830,2033596,2073108,2148822,2239401,2322931,2380227,2309208,2388708,2521160,2602009,2641698,2730842,2825940,2892594,2976161,3109529,3849.0,3924.0,3986.0,4052.0,3891.0,3971.0,3888.0,4735.0,98755,100123,101186,102375,103649,104997,106726,108188,109670,110757,111702,112077,112781,113576,113932,114427,113231,113881,114575,115522,116888,118191,118933,119606,120187,0.03359371590661139,0.033967555963366286,0.034101019779618096,0.03428349028267804,0.03271589886742956,0.03320067555139374,0.03234958855783071
233,09274,Landshut,15092,15972,15987,16597,17300,17566,18073,18642,19379,19244,20281,21227,21773,21955,22201,22473,23777,24236,24979,2122486,2276275,2304526,2410679,2527427,2575798,2651038,2734658,2846303,2825672,2979052,3129082,3229221,3284293,3353823,3442788,3685717,3789113,3945874,4336.0,4546.0,4361.0,4562.0,4148.0,4027.0,4168.0,3855.0,132357,134393,136290,137926,139553,141510,143420,145281,146395,147226,147968,148016,148131,148446,148405,148582,147411,148310,149589,151068,153198,155010,156341,157969,159297,0.028986088549291727,0.030092408716604443,0.0284664290656536,0.029430359331656022,0.026531747910017205,0.02549234343447132,0.02616496230311933
234,03457,Leer,12874,13417,13295,13659,13782,14259,14816,15208,15558,15496,15622,16249,16786,17061,17582,18076,18662,19200,19703,2064653,2167414,2162619,2233151,2257588,2338751,2435556,2499556,2553355,2540631,2558747,2662390,2754604,2806470,2906287,3012843,3133290,3237099,3337260,9933.0,9631.0,9934.0,9567.0,8747.0,8404.0,9173.0,8842.0,153061,154889,156387,157864,159495,160790,161958,163243,164160,164573,164754,165208,165310,165026,164878,164780,163848,164097,164497,165301,166679,167901,168600,169378,170283,0.06038407995282589,0.05826341038469217,0.05959958963036735,0.056980006075008485,0.05188018979833926,0.04961683335498117,0.05386914724311881
235,14729,Leipzig,13300,13901,14205,14617,15027,15129,15669,16129,16652,16920,17344,17950,18497,18804,19097,19670,20347,21043,21768,3839580,3988580,4037807,4119657,4202106,4194888,4305977,4389321,4484453,4511971,4582841,4702090,4810442,4858934,4919777,5075424,5257084,5432626,5613576,16422.0,17305.0,15847.0,15713.0,14493.0,14180.0,13984.0,13856.0,277242,281906,286574,289771,290984,290853,289332,286871,284687,282708,280549,278286,275823,273250,270761,268529,261954,260066,258402,257622,258028,258371,258171,257886,257951,0.06355213968932129,0.06717205828694754,0.06141581533787031,0.06081564881507599,0.05613721138315303,0.05498553624469727,0.05421184643595101
236,09478,Lichtenfels,15468,16047,15909,16160,16441,16516,16823,17178,17929,17902,18633,19431,19705,19681,19862,20583,20900,21432,22301,1090596,1130520,1121367,1136645,1150650,1150524,1164336,1179651,1222589,1213299,1257331,1307739,1323695,1316199,1322653,1370757,1392967,1429723,1489916,3008.0,3143.0,2940.0,3103.0,2780.0,2829.0,2827.0,2721.0,70291,70692,70798,70759,70851,70898,70770,70962,70792,70510,70223,69792,69308,68846,68420,68207,67303,67177,66877,66592,66598,66648,66709,66808,66807,0.044978094113073255,0.047197861604997594,0.044145469833928946,0.046558036250150044,0.041673537303812076,0.04234522811639325,0.04231592497792148
237,06533,Limburg-Weilburg,14830,15588,15714,16103,16193,16568,17120,17046,17993,18211,18759,19337,19705,19834,20298,20692,21390,21948,22913,2598874,2736384,2762710,2832546,2850871,2916265,2999725,2969800,3118543,3135853,3211257,3299563,3353603,3370458,3454207,3541535,3679495,3776023,3941684,8645.0,8436.0,8599.0,8167.0,7917.0,7226.0,7552.0,6822.0,169783,171597,172704,173422,174490,175243,175622,175812,175881,175817,176034,175174,174166,173341,172209,171209,170637,170188,169934,170175,171154,172021,172046,172027,171998,0.050872691750915064,0.04957249889819303,0.05024130315388481,0.04747676155818185,0.046016762958743594,0.04200503409348533,0.043907487296363915
238,09776,Lindau (Bodensee),16733,17453,17486,18082,18659,19181,19787,20281,20576,20079,20568,21458,22673,23003,23541,24636,25262,25921,26816,1275428,1338022,1349255,1401112,1450707,1497944,1552211,1596423,1621241,1577897,1612331,1681958,1780894,1812381,1863600,1968620,2038500,2101027,2183040,3448.0,3609.0,4143.0,6302.0,6307.0,5193.0,4543.0,4611.0,75628,75934,76205,76490,76729,76972,77515,78049,78549,78760,79205,79636,79954,80157,79983,79880,78384,78548,78790,79163,79908,80695,81055,81409,81825,0.04376189871811144,0.04558947993380746,0.051847124192821746,0.07809653634054155,0.07781136265498735,0.06378901595646673,0.05552092881148793
239,05766,Lippe,16060,16653,16525,17010,17316,17616,18030,18270,19100,18838,19568,20275,20434,20220,20678,20698,21147,21764,22592,5848983,6064817,6017421,6181686,6269845,6352140,6470085,6525130,6781638,6644286,6860843,7069947,7093022,6994886,7139127,7201775,7398048,7595783,7878407,14689.0,14294.0,15026.0,14344.0,14511.0,13361.0,13158.0,12922.0,358450,361276,362807,364020,364685,365022,364883,364978,364253,363143,361649,360043,358449,356285,353989,352161,348696,347113,345935,345251,347939,349842,349001,348730,347953,0.0424617341408068,0.04140176277548798,0.04318573083212862,0.04100136633108661,0.04157867742499305,0.03831330829008115,0.03781545208691978
240,08336,Lörrach,16058,16924,17064,17518,17900,18201,18648,18966,19907,19963,21043,22189,22996,23527,24396,25460,25923,26597,27462,3447272,3655848,3711334,3824128,3905684,3970717,4075153,4152417,4362911,4370450,4603833,4862619,5060184,5205990,5435839,5733619,5887748,6062186,6274374,16834.0,19226.0,20698.0,21981.0,21580.0,18328.0,16639.0,14384.0,211360,212791,213818,214610,215578,216643,218116,219951,220928,220927,220991,221695,222259,222562,222464,222628,219147,220044,221275,222818,225200,227127,227930,228477,228688,0.07607727940345724,0.08628566812376019,0.09190941385435168,0.09677845434492596,0.09467819067257491,0.08021814011913672,0.07275851815574057
241,03354,Lüchow-Dannenberg,13505,14089,14093,14554,14834,15190,15659,15978,16475,16306,16681,17475,17914,18287,18729,18900,19356,20386,20823,703946,732625,730532,753066,766235,782611,801309,810617,828383,813651,826153,859506,877853,892397,912101,934189,957679,990573,1007666,2325.0,2348.0,2785.0,2454.0,2225.0,2350.0,2570.0,2583.0,51423,51759,51995,52162,52137,51989,51957,51795,51658,51564,51518,51168,50682,50215,49866,49441,49184,49005,48799,48699,49428,49477,48591,48391,48418,0.04764441894301113,0.04821454239306762,0.05634458201828923,0.04959880348444732,0.045790372702763885,0.048562749271558764,0.05307943326861911
242,08118,Ludwigsburg,18945,19958,19674,20043,20284,20652,21154,21496,21713,21066,21548,22476,23153,23507,24186,24522,24981,25470,26203,9320973,9888368,9830305,10071141,10232270,10447080,10715784,10899673,11021333,10702490,10960626,11475100,11910429,12204645,12673428,13002226,13389374,13760391,14236177,21824.0,24134.0,24106.0,22990.0,21945.0,21739.0,21986.0,21734.0,484445,486808,488396,490349,493567,496604,500451,505092,508366,510767,512825,513799,514775,515722,516494,517432,510552,514417,519191,524005,530226,535988,540266,543307,544704,0.042034626948464056,0.04605681243499585,0.0454636324887878,0.042892751330253664,0.04061888032931926,0.04001236869762399,0.04036320643872635
243,13076,Ludwigslust-Parchim,12649,13346,13718,13856,14354,14646,15110,15455,16113,16275,16543,17003,17409,17864,18130,18335,18799,19682,20206,3027755,3177268,3244078,3251040,3333530,3363385,3430862,3466785,3565569,3552461,3570363,3645759,3707731,3790146,3848990,3912167,4010555,4183267,4295196,13422.0,12484.0,17382.0,17969.0,12661.0,12431.0,12372.0,11222.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,214421,212975,212169,212298,213372,213338,212542,212570,212199,0.06326089108210907,0.058804133811905905,0.08146335976604241,0.08422784501589027,0.05956940275333816,0.058479559674460176,0.05830376203469385
244,03355,Lüneburg,14479,15159,15172,15586,15698,15971,16270,16398,16904,17157,17631,18142,18496,18720,19544,19496,20288,20779,21334,2371709,2513202,2549523,2650663,2690401,2752736,2812775,2840904,2931282,2977824,3064320,3161535,3239787,3298225,3467531,3497973,3675485,3787425,3907292,12538.0,12038.0,13130.0,12593.0,12574.0,12169.0,12473.0,12196.0,154572,156870,158994,161224,163328,165414,167596,169965,172248,173873,174949,175560,176070,176496,176642,177131,174268,175163,176184,177425,179421,181162,182268,183151,183756,0.07116423738818507,0.0678483866422432,0.07317983959514215,0.06951237014384914,0.06898632782496104,0.06644244366670124,0.06787805568253553
245,06435,Main-Kinzig-Kreis,16200,17150,17163,17589,17811,17960,18335,18586,18978,19322,19903,20664,21403,21731,21903,22543,23142,23586,24607,6514864,6923520,6954203,7134143,7224818,7282325,7416431,7495833,7634782,7756478,7981580,8294585,8614175,8780536,8899500,9237864,9588756,9846439,10299900,19883.0,18639.0,19252.0,18951.0,17635.0,18514.0,17321.0,16465.0,399731,401817,402381,402385,403496,405025,407135,408875,409605,409604,409978,409455,408467,407837,407086,407089,401400,402479,404065,406307,409788,414336,417462,418579,419751,0.04920742949772933,0.0458741788844396,0.0469803898601228,0.04573824142724745,0.04224336586324025,0.0442305992417202,0.04126494040514495
246,09677,Main-Spessart,15571,16484,16290,16502,16717,17011,17402,17885,18435,18244,18948,19916,20459,20700,21170,21822,22010,22619,23587,2055008,2177087,2154453,2181590,2204692,2235957,2277870,2331490,2391698,2353012,2427852,2537792,2594683,2616405,2669675,2750044,2777907,2859262,2982484,3809.0,3772.0,3873.0,3699.0,3696.0,3849.0,3452.0,3039.0,131004,131598,131803,131891,131970,132063,132138,132357,132225,131910,131519,130969,130479,129794,129015,128238,127425,126825,126396,126105,126019,126212,126412,126444,126262,0.030135447324282413,0.029911581618492528,0.030733460827335562,0.029307831268025226,0.02923773059519666,0.03044035304166271,0.02733997560627901
247,08128,Main-Tauber-Kreis,15251,15843,15798,16194,16414,16785,17358,17849,18477,18211,19045,19779,20321,20576,21132,21517,22131,22853,23546,2070682,2151975,2145625,2197209,2228897,2275377,2338599,2385998,2455192,2406955,2499753,2583118,2644501,2671816,2748853,2823895,2926324,3021956,3114017,4591.0,5223.0,5121.0,5184.0,5216.0,5167.0,5213.0,4767.0,135981,137110,137181,137036,137072,137097,137307,137500,137446,137657,137517,136783,135878,135243,134592,133790,130598,130137,129850,130078,131240,132228,132232,132255,132360,0.03535618020793223,0.04015283137809622,0.039020115818348064,0.039205009528995374,0.03944582249379878,0.03906846622055877,0.03938501057721366
248,06436,Main-Taunus-Kreis,20197,21043,21573,21473,22150,22470,23131,23312,23724,23427,23999,25018,25587,25410,25907,26372,26936,27476,28550,4392519,4610386,4750830,4739698,4897636,4975101,5121169,5173213,5280776,5225086,5364277,5612014,5768989,5769815,5932663,6102823,6310541,6493578,6776509,10422.0,11084.0,11691.0,11398.0,10762.0,10462.0,10032.0,9625.0,212818,213957,215028,215877,217262,219222,221057,222545,222935,223416,224082,224242,224838,225777,226358,227066,224318,225468,227067,228999,231412,234278,236339,237352,238147,0.04589834718387084,0.04840195808715322,0.050520284168496014,0.048651601942990806,0.04553628474352519,0.04407799386565102,0.0421252419723952
249,07339,Mainz-Bingen,18753,20080,19862,20386,21297,21780,22507,23030,22974,23459,23250,23281,23071,22702,23794,24747,24690,25267,26326,3614730,3899085,3890621,4019642,4222886,4334918,4487171,4600667,4593129,4689793,4656513,4678027,4654358,4603582,4852292,5113504,5159382,5292968,5537411,10796.0,10185.0,12270.0,15692.0,11530.0,10582.0,9332.0,8589.0,186603,188360,189990,191186,192408,193624,195196,196731,198221,199329,200162,200572,201189,201618,201456,202035,200935,201743,202780,203926,206632,208967,209485,210337,211153,0.0532399644935398,0.04994458774261252,0.059380928413798446,0.07509319653342393,0.05503974031553572,0.050309741034625384,0.04419544122034733
250,15087,Mansfeld-Südharz,12194,12735,12958,13241,13506,13578,13922,14245,14766,15146,15368,15830,16197,16442,16833,17222,17853,18619,19092,2157780,2218259,2222213,2235633,2245441,2223396,2243245,2255793,2294946,2309869,2304502,2338586,2359914,2367548,2401225,2440925,2510095,2586133,2618171,10754.0,10285.0,10419.0,9898.0,10872.0,9178.0,8818.0,9216.0,.,.,.,.,.,.,.,.,.,.,.,.,159690,156815,153874,151429,147735,145697,143991,142650,141731,140595,138897,137131,135596,0.07468522338201693,0.07209954433929197,0.07351249902985232,0.07040079661438885,0.07827382880839759,0.06692870321079844,0.06503141685595445
251,06534,Marburg-Biedenkopf,14095,14826,14798,14999,15637,15646,16337,16493,17170,17211,17745,18308,18810,19051,19514,19781,20345,20850,21581,3509472,3684057,3674956,3720471,3869734,3861143,4018242,4039480,4187758,4181304,4296709,4425507,4541161,4600249,4715147,4815088,4987211,5120605,5317780,10717.0,10009.0,10495.0,10699.0,10094.0,9880.0,10276.0,10137.0,250764,251591,252497,252825,253280,253123,253103,253226,253543,253270,253205,252781,252278,251611,251164,250845,241723,241427,241468,241627,243420,245127,245589,246407,246866,0.044382692530687294,0.041423350867245794,0.04311478103689097,0.04364676269851954,0.04110118938551808,0.04009626349900774,0.04162582129576369
252,05962,Märkischer Kreis,17310,18030,17949,18703,19195,19692,20381,20823,21322,20656,21065,21870,21576,21639,22192,22720,23176,23767,24762,7886355,8186327,8132904,8438195,8609449,8777711,9014410,9130032,9265648,8891105,8989130,9269397,9089760,9047393,9210323,9428878,9630343,9842908,10220665,26386.0,25825.0,25516.0,25338.0,24218.0,21477.0,21087.0,20161.0,456766,458885,459776,460102,459908,458642,457223,456692,454968,452738,450175,447043,443526,439913,435988,432465,423833,421295,418108,415030,414996,415529,414135,412752,411171,0.0631080964726817,0.06222441751198708,0.061484929975228676,0.060977693494316886,0.058478515459934564,0.052033666705430866,0.0512852316919238
253,12064,Märkisch-Oderland,13543,14153,14283,14397,14675,14899,15254,15523,16024,16501,16727,17276,17466,18020,18390,18666,19350,20136,20684,2532297,2665905,2705287,2739721,2801250,2845207,2909855,2955367,3042508,3120144,3148352,3239036,3266153,3375004,3458138,3538481,3699710,3872142,4004929,14588.0,14010.0,12382.0,13006.0,12743.0,11888.0,11277.0,11401.0,172324,174312,177532,181603,185133,188158,189552,190702,191633,192496,192750,192674,192563,192215,191429,190884,187483,187005,187297,188045,189568,191200,192303,193625,195040,0.07788699231701522,0.0745034433247361,0.06531693112761648,0.06802301255230125,0.06626521687129167,0.06139703034215623,0.05781890894175554
254,07137,Mayen-Koblenz,15525,16136,16035,16474,17091,17395,17908,18210,18378,18888,18819,19526,19985,20257,20241,20687,21334,21826,22718,3267059,3417371,3414096,3515398,3655176,3724102,3827734,3886055,3911762,4002994,3971502,4109103,4199702,4252249,4252943,4368765,4532261,4654544,4859590,10840.0,10434.0,11255.0,10859.0,10514.0,10007.0,10259.0,9924.0,203416,205395,206929,208038,209132,210369,211454,212561,213073,213617,213844,213451,213092,212586,211392,210721,210442,210141,209910,210113,211183,212447,213261,213907,214347,0.05164117955314182,0.04965899301804267,0.05329500954148771,0.0511139248847948,0.04930109115121846,0.046782012743855975,0.047861644902891104
255,13071,Mecklenburgische Seenplatte,12173,12724,13211,13496,14132,14115,14330,14426,15034,15256,15490,16041,16159,16564,16887,17309,17783,18597,19235,3756280,3877763,3970610,4001720,4136040,4079317,4089601,4058455,4163155,4162900,4177539,4293798,4289006,4362000,4425723,4537074,4662100,4857339,4998328,17538.0,16859.0,16734.0,17017.0,15356.0,15300.0,16138.0,15147.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,267673,265427,263337,262073,262125,262167,261195,259852,258602,0.06659907267114003,0.06432940440259012,0.06383977110157368,0.06490900838015463,0.058791324489366185,0.05887966996598064,0.06240477645184492
256,14627,Meißen,13023,13671,14055,14488,14912,15022,15637,16209,16557,16764,17117,17520,17862,18283,18755,19196,19755,20567,21310,3568270,3707738,3771116,3851542,3933513,3933126,4052529,4153390,4196829,4204326,4258129,4329014,4384629,4465009,4571061,4693232,4831532,5005437,5168059,13469.0,13195.0,12920.0,12353.0,12250.0,10574.0,10959.0,11529.0,278727,279179,279685,279403,278252,276511,273999,271357,269144,267345,265628,263209,260519,258046,255552,253834,247087,245477,244217,243731,244495,244567,243376,242514,241941,0.05515177076124922,0.05413755328620487,0.052843616433873905,0.05050967628502619,0.05033364012885412,0.04360160650519145,0.04529616724738676
257,10042,Merzig-Wadern,13964,14959,14842,15210,16473,16052,15528,15363,15611,15558,15973,16495,16569,17031,17427,17954,18362,18841,18790,1467428,1573586,1563186,1601619,1733962,1688093,1628522,1607895,1630935,1618243,1652693,1700744,1716257,1759756,1795995,1858107,1908798,1955404,1944936,5439.0,5495.0,5654.0,5307.0,5028.0,5225.0,5860.0,5822.0,105518,105934,106091,106103,105962,105851,106088,106235,106309,106340,106302,106138,106009,105955,105554,105088,103735,103580,103328,103061,103492,103953,103782,103511,103305,0.052638200681325485,0.053317937920260815,0.054632242105670005,0.051051917693573055,0.04844770769497601,0.050477727004859384,0.05672523111175645
258,05158,Mettmann,19177,19908,19685,20122,20435,20574,20768,20823,21446,20935,21491,22277,22755,22942,23312,23592,24114,24844,25684,9566695,9938102,9820357,10003692,10116137,10146016,10198627,10178937,10420153,10096498,10303498,10651726,10868982,10943655,11124395,11336570,11671556,12051633,12470569,33899.0,33465.0,32491.0,31005.0,29072.0,27965.0,26844.0,27520.0,504769,504611,504659,505281,506208,507053,508317,508990,507775,506498,505467,504109,502784,500833,497753,495812,478143,477658,477015,477197,480520,484025,485090,485547,485627,0.07106485121012966,0.07012826987596317,0.06761633230666778,0.06405660864624761,0.05993114679750149,0.057594836339221536,0.055276992424226824
259,09182,Miesbach,21367,22309,21435,21843,22212,23289,24603,25780,25689,24238,24575,25751,27230,27894,26906,27531,27541,28134,29168,1925134,2030578,1966973,2012816,2051180,2163356,2296686,2407862,2399437,2264187,2298176,2414369,2569576,2661243,2594062,2685084,2714377,2785501,2900993,3929.0,3647.0,3666.0,4306.0,4221.0,3821.0,3713.0,3856.0,88624,88936,89337,89652,90266,91112,92338,93071,93677,93789,94596,95104,95215,95271,95289,95640,93760,94365,95404,96411,97530,98557,99009,99458,99868,0.0411827596327198,0.03782763377622885,0.03758843432789911,0.04369045324025691,0.0426324879556404,0.03841822678919745,0.037179076380822684
260,09676,Miltenberg,16010,16900,16694,17028,17276,17598,18087,18593,19039,18683,19265,20248,20493,20582,21213,21585,21832,22418,23343,2098493,2221524,2197278,2242863,2275518,2316695,2373526,2430175,2478762,2420894,2483859,2598937,2623717,2632948,2713684,2767100,2805288,2880969,3002315,4221.0,4157.0,4031.0,4395.0,4419.0,4142.0,4052.0,3887.0,127567,128687,129498,130024,130400,130942,131287,131477,131610,131569,131493,131156,130578,130019,129390,128725,128354,128033,127927,127925,128194,128495,128514,128620,128750,0.032995380177757626,0.03249560289231972,0.03144452938515063,0.03420366551227674,0.03438535879359447,0.03220338983050847,0.031471844660194176
261,05770,Minden-Lübbecke,16334,17136,16748,17005,17143,17312,17634,17838,18493,18182,18835,19571,20072,20194,20679,21267,21576,22219,23052,5255926,5521706,5403017,5486867,5521773,5563628,5650021,5691211,5869929,5737465,5909151,6104381,6231688,6253616,6395821,6616784,6741606,6922145,7168257,15722.0,17091.0,15929.0,16049.0,15207.0,13884.0,13996.0,14176.0,314052,317270,319116,320496,321586,322388,322755,323410,323180,322909,322257,321298,320163,318671,316621,314963,311909,310461,309673,309286,311133,312458,311537,310959,310560,0.0507696828590158,0.055259533247544346,0.05119675508544577,0.05136370328172107,0.04881282159101487,0.04464897301573519,0.045066975785677484
262,14522,Mittelsachsen,13043,13721,14001,14340,14646,14679,15173,15624,16022,16228,16584,17035,17435,17722,18087,18545,19088,19859,20571,4808430,4999209,5037691,5095919,5142890,5093482,5199254,5283049,5344663,5345548,5397013,5480496,5555350,5598384,5673153,5796667,5945492,6142900,6318915,14695.0,15202.0,14704.0,13656.0,11826.0,11877.0,11675.0,12143.0,377486,377200,377301,376517,374373,371093,367036,362755,358565,354589,350679,346592,342286,338059,333873,330318,321714,318633,315898,313651,312581,311478,309329,307169,305142,0.046518179918834564,0.048467883092991895,0.04704060707464625,0.04384258278273265,0.03823113901380084,0.03866601121858,0.03826087526463089
263,09183,Mühldorf am Inn,16217,16952,16814,17266,17847,18135,18662,19256,19826,19424,20144,20974,21824,21949,22108,22327,22768,23096,23859,1722376,1812560,1812111,1867123,1929969,1958715,2009459,2066133,2119919,2070732,2144203,2235480,2337027,2376934,2426606,2481947,2564278,2629608,2740664,4295.0,4205.0,4127.0,4261.0,3706.0,3941.0,4296.0,4297.0,105423,106189,106810,107141,107577,108189,109106,110105,110831,110913,110943,110753,110587,110428,110267,110269,106585,107083,108295,109762,111165,112628,113854,114868,115561,0.03966018745094418,0.03831016198684426,0.0371249943777268,0.037832510565756296,0.032550459360233285,0.03430894592053488,0.03717517155441715
264,09184,München,23939,25187,24337,24834,25300,26313,27329,28078,28220,27001,27652,28651,29052,28992,29044,29601,29603,30102,31122,6913606,7393090,7226036,7411279,7585139,7952226,8322736,8631346,8750857,8419078,8688523,9119980,9392571,9505256,9624908,9957804,10115503,10382854,10819629,11947.0,12218.0,11703.0,13246.0,12020.0,12171.0,11790.0,11706.0,278618,279926,281790,284141,287625,292159,297554,301290,304707,304773,307401,309990,313085,316541,318355,321023,318311,323300,327863,331391,336402,341704,344919,347652,349672,0.03643900043615778,0.03686883469979571,0.03478873490645121,0.038764544752183175,0.034848761593301615,0.0350091470781126,0.03371731222402709
265,08225,Neckar-Odenwald-Kreis,14368,15288,15331,15632,15856,16156,16688,17115,17691,17510,18244,19078,19725,20115,20580,20985,21387,21935,22648,2116161,2257647,2272902,2321337,2353300,2392786,2459566,2510570,2580859,2535658,2622895,2725559,2803727,2850677,2914511,2986049,3060596,3143807,3248924,4442.0,4755.0,4655.0,5021.0,4757.0,4812.0,4630.0,4695.0,146285,147272,148061,148476,148765,149182,149765,150501,150932,151068,150923,150382,149834,149234,148289,147460,142863,142141,141716,141618,142294,143107,143327,143456,143584,0.031344378898642354,0.03357624030843537,0.032713958424107834,0.03508563522399324,0.03318983862077627,0.03354338612536248,0.032245932694450634
266,09775,Neu-Ulm,16426,17356,17393,17904,18395,18734,19240,19707,20275,19965,20714,21550,21681,21815,22487,22796,23187,23632,24479,2601551,2766247,2792763,2890800,2980362,3036595,3117051,3198418,3301860,3260303,3387998,3534570,3573709,3620431,3760814,3854220,3957062,4059428,4243926,7966.0,7659.0,8551.0,7734.0,7744.0,8473.0,8115.0,8197.0,156780,157408,157641,157916,158524,159237,160361,161563,162762,163247,163464,163477,163828,164517,164920,165299,164020,164829,165957,167245,169078,170660,171779,173373,174702,0.04800038564206391,0.04579509103411163,0.05057429115556134,0.04531817649126919,0.04508117988811205,0.048871508250996405,0.04645052718343236
267,09185,Neuburg-Schrobenhausen,15335,16212,16140,16544,17117,17407,17920,18515,19017,18668,19476,20295,20807,21204,21756,22307,22952,23523,24338,1356051,1446190,1451884,1494609,1549461,1575790,1618694,1670643,1717467,1686894,1761096,1841228,1901336,1955922,2025522,2098653,2185150,2257296,2346761,3797.0,3600.0,3359.0,3661.0,3357.0,3376.0,3362.0,2974.0,85460,86399,87077,87626,88239,88798,89707,90532,90987,91200,91215,91084,90987,91200,91211,91399,90723,91378,92242,93103,94080,95207,95962,96422,96992,0.041163461329979834,0.03866685284040256,0.03570365646258503,0.03845305492243217,0.03498259727808924,0.03501275642488229,0.03466265258990432
268,09373,Neumarkt in der Oberpfalz,15349,16599,16252,16548,16940,17241,17665,18106,18721,18483,19219,20111,20776,21377,21897,22407,23371,23805,24718,1921739,2093538,2062310,2109682,2164541,2201842,2253304,2307413,2380902,2345473,2434242,2546472,2637486,2725224,2811658,2905696,3062103,3145915,3289978,4078.0,3783.0,4330.0,3610.0,3586.0,4100.0,3332.0,3235.0,119723,121216,122490,123545,124675,125932,126742,127668,128265,128752,128814,128650,128565,128351,128028,127900,126618,126946,127486,128401,129680,131024,132153,133103,134067,0.031987826114239996,0.029462387364584387,0.03338988278840222,0.027552204176334107,0.027135214486239435,0.030803212549679573,0.024853245019281402
269,10043,Neunkirchen,14125,14928,14923,15062,15469,15782,15928,16185,16650,16790,17371,17978,18058,18247,18670,19069,19462,19929,19925,2072086,2177993,2167298,2177522,2222416,2250706,2252352,2269122,2311568,2305360,2359876,2421898,2429360,2438851,2485345,2543403,2605246,2663397,2645108,8468.0,8117.0,7428.0,8486.0,8111.0,7798.0,8055.0,7588.0,150224,150280,149995,149194,148369,147624,147031,146458,145954,145016,144203,143037,141984,140746,139219,137901,135394,134528,133661,133122,133378,133860,133641,132752,131807,0.06335430679106097,0.06097414401826896,0.05569134339996101,0.06339459136411175,0.06069245216662551,0.05874111124502832,0.0611120805420046
270,09575,Neustadt an der Aisch-Bad Windsheim,14593,15614,15552,15876,16365,16585,17053,17639,18296,18017,18899,19822,20194,20572,21490,21671,21965,22505,23283,1436518,1544463,1545693,1582837,1634929,1658646,1700885,1751610,1807946,1770763,1848504,1933455,1968195,2004669,2098403,2129799,2175460,2238976,2328382,3070.0,3148.0,2868.0,3010.0,2770.0,2982.0,2824.0,2523.0,94496,95531,96529,97332,97902,98393,98980,99400,99715,99902,100079,99706,99321,98859,98310,97791,97542,97464,97446,97645,98280,99042,99487,100003,100689,0.031504628204338816,0.032239233959752166,0.029181929181929182,0.030391147190080976,0.027842833737071176,0.029819105426837196,0.028046757838492784
271,09374,Neustadt an der Waldnaab,14997,16085,15583,15729,15972,16047,16333,16587,17014,16650,17326,18205,18770,19135,19798,20746,20786,21496,22309,1507705,1619001,1571287,1584604,1600965,1601138,1621079,1636886,1669381,1623052,1677885,1753399,1801417,1830237,1887020,1973551,1970594,2031507,2106431,3452.0,3595.0,4332.0,3998.0,3260.0,3519.0,3659.0,3557.0,99166,99737,100052,100466,100710,100809,101064,101299,101234,100651,100357,99742,99201,98718,98071,97471,96315,95972,95648,95316,95131,94803,94507,94419,94401,0.03609066577450652,0.03771664778211423,0.045537206588809116,0.04217166123434912,0.034494799327033976,0.0372700409875131,0.038760182625184054
272,07138,Neuwied,16174,16920,16711,17091,17691,18225,19086,19700,19630,19988,19532,20148,20708,20496,20942,21463,22068,22484,23438,2976912,3123232,3096131,3172754,3287556,3382350,3527426,3624664,3592264,3636343,3538283,3640708,3730687,3681738,3756776,3862968,3996341,4082966,4260966,11263.0,11479.0,11194.0,10866.0,10625.0,9760.0,10116.0,9451.0,177009,179327,181087,182514,183480,184001,184592,185084,185591,185835,185555,184849,184101,183134,182009,181235,180701,180155,179633,179386,179986,181097,181596,181798,182376,0.06270006067927385,0.06399050093095336,0.062193726178702786,0.06000099394247282,0.058508997995550566,0.0536859591414647,0.055467824713778126
